364,1609880340.16,84.000,84.000,84.000,86.000,85.000,86.000,85.000,85.000,85.000,86.000,84.000,85.000,84.000,84.000,86.000,86.000,85.000,85.000,85.000,85.000,85.000,85.000,85.000,86.000,84.000,85.000,84.000,85.000,84.000,82.000,83.000,83.000,76.000,41.000,10.000,28.000,51.000,65.000,82.000,90.000,91.000,93.000,89.000,86.000,82.000,82.000,82.000,80.000,81.000,81.000,80.000,80.000,81.000,81.000,83.000,84.000,82.000,83.000,82.000,82.000,82.000,83.000,83.000,84.000,84.000,83.000,84.000,85.000,83.000,84.000
365,1609880340.33,84.000,85.000,85.000,85.000,86.000,85.000,85.000,85.000,83.000,84.000,85.000,84.000,85.000,85.000,84.000,84.000,84.000,85.000,84.000,85.000,86.000,86.000,85.000,85.000,84.000,86.000,86.000,86.000,85.000,86.000,85.000,85.000,77.000,40.000,3.000,20.000,44.000,61.000,81.000,92.000,91.000,91.000,90.000,88.000,87.000,85.000,82.000,80.000,80.000,80.000,78.000,78.000,79.000,80.000,80.000,82.000,82.000,82.000,83.000,82.000,83.000,85.000,84.000,85.000,84.000,84.000,84.000,85.000,85.000,85.000
366,1609880340.51,85.000,85.000,84.000,84.000,83.000,85.000,85.000,85.000,85.000,85.000,85.000,86.000,85.000,84.000,84.000,84.000,85.000,85.000,85.000,85.000,84.000,85.000,84.000,86.000,84.000,85.000,84.000,86.000,85.000,84.000,84.000,83.000,75.000,35.000,3.000,24.000,48.000,62.000,79.000,88.000,89.000,91.000,89.000,87.000,85.000,84.000,82.000,80.000,80.000,80.000,78.000,80.000,78.000,79.000,80.000,82.000,81.000,81.000,83.000,82.000,82.000,83.000,83.000,84.000,84.000,84.000,84.000,85.000,84.000,85.000
367,1609880341.18,84.000,86.000,86.000,86.000,85.000,86.000,85.000,85.000,85.000,84.000,85.000,85.000,85.000,84.000,85.000,85.000,85.000,85.000,84.000,85.000,84.000,84.000,84.000,85.000,85.000,85.000,84.000,83.000,84.000,85.000,84.000,84.000,83.000,65.000,20.000,9.000,35.000,54.000,70.000,85.000,89.000,92.000,91.000,89.000,86.000,84.000,83.000,81.000,80.000,80.000,79.000,80.000,79.000,81.000,80.000,80.000,82.000,83.000,82.000,84.000,82.000,84.000,84.000,83.000,84.000,85.000,85.000,85.000,84.000,84.000
368,1609880341.72,84.000,83.000,84.000,84.000,84.000,85.000,85.000,85.000,85.000,85.000,85.000,86.000,85.000,85.000,85.000,84.000,84.000,84.000,83.000,84.000,85.000,85.000,85.000,85.000,85.000,85.000,85.000,85.000,84.000,85.000,86.000,84.000,84.000,69.000,29.000,14.000,35.000,53.000,69.000,84.000,90.000,90.000,90.000,91.000,89.000,86.000,85.000,82.000,81.000,79.000,80.000,79.000,80.000,80.000,81.000,82.000,83.000,83.000,83.000,84.000,83.000,84.000,84.000,84.000,84.000,83.000,84.000,84.000,84.000,84.000
369,1609880341.93,85.000,84.000,83.000,86.000,85.000,85.000,83.000,85.000,86.000,86.000,85.000,85.000,85.000,85.000,84.000,85.000,84.000,84.000,83.000,86.000,84.000,85.000,85.000,85.000,86.000,86.000,85.000,85.000,85.000,84.000,84.000,85.000,84.000,76.000,39.000,14.000,33.000,54.000,67.000,83.000,90.000,91.000,91.000,90.000,85.000,81.000,81.000,81.000,80.000,79.000,78.000,79.000,79.000,80.000,80.000,81.000,83.000,83.000,83.000,84.000,83.000,83.000,83.000,82.000,83.000,83.000,82.000,84.000,84.000,84.000
370,1609880342.12,85.000,85.000,85.000,85.000,85.000,86.000,86.000,86.000,85.000,85.000,86.000,86.000,85.000,85.000,86.000,85.000,86.000,85.000,85.000,84.000,85.000,85.000,84.000,85.000,84.000,86.000,85.000,85.000,85.000,85.000,85.000,84.000,75.000,35.000,7.000,27.000,50.000,64.000,83.000,90.000,92.000,91.000,89.000,87.000,85.000,83.000,82.000,79.000,78.000,78.000,79.000,79.000,79.000,79.000,80.000,82.000,82.000,82.000,84.000,82.000,83.000,83.000,83.000,84.000,84.000,83.000,83.000,83.000,84.000,85.000
371,1609880342.43,85.000,85.000,84.000,85.000,86.000,83.000,85.000,84.000,86.000,86.000,86.000,85.000,86.000,85.000,84.000,84.000,84.000,86.000,86.000,85.000,86.000,85.000,85.000,85.000,85.000,85.000,86.000,85.000,86.000,85.000,86.000,85.000,83.000,62.000,19.000,14.000,41.000,56.000,73.000,86.000,89.000,91.000,91.000,89.000,88.000,86.000,84.000,82.000,81.000,79.000,79.000,76.000,47.000,5.000,12.000,39.000,55.000,74.000,87.000,89.000,91.000,89.000,89.000,85.000,84.000,82.000,81.000,80.000,79.000,79.000
372,1609880342.77,85.000,85.000,85.000,85.000,85.000,84.000,84.000,85.000,86.000,84.000,85.000,85.000,85.000,85.000,85.000,84.000,85.000,85.000,85.000,84.000,85.000,85.000,84.000,85.000,83.000,84.000,85.000,84.000,84.000,84.000,84.000,76.000,38.000,245.000,231.000,0.000,34.000,61.000,83.000,94.000,95.000,93.000,93.000,89.000,85.000,81.000,78.000,74.000,73.000,73.000,74.000,75.000,77.000,78.000,79.000,80.000,81.000,81.000,82.000,82.000,82.000,82.000,82.000,83.000,83.000,84.000,85.000,84.000,85.000,85.000
373,1609880343.03,85.000,86.000,85.000,85.000,85.000,85.000,86.000,84.000,85.000,85.000,85.000,83.000,86.000,85.000,86.000,85.000,86.000,85.000,86.000,84.000,85.000,85.000,85.000,86.000,85.000,86.000,86.000,86.000,85.000,84.000,85.000,84.000,74.000,34.000,3.000,23.000,47.000,62.000,81.000,90.000,92.000,92.000,90.000,87.000,86.000,84.000,81.000,79.000,81.000,81.000,79.000,79.000,80.000,80.000,82.000,81.000,82.000,82.000,83.000,84.000,83.000,83.000,83.000,84.000,84.000,84.000,84.000,84.000,85.000,84.000
374,1609880343.62,86.000,86.000,85.000,85.000,84.000,83.000,84.000,85.000,83.000,86.000,86.000,86.000,85.000,85.000,84.000,85.000,85.000,84.000,84.000,85.000,85.000,84.000,84.000,83.000,84.000,85.000,83.000,86.000,83.000,85.000,84.000,84.000,83.000,65.000,21.000,8.000,34.000,54.000,69.000,86.000,92.000,92.000,90.000,89.000,89.000,87.000,84.000,82.000,75.000,74.000,75.000,77.000,76.000,78.000,81.000,83.000,83.000,84.000,85.000,86.000,85.000,84.000,82.000,82.000,84.000,84.000,82.000,82.000,81.000,83.000
375,1609880343.8,85.000,85.000,85.000,85.000,85.000,85.000,85.000,84.000,85.000,85.000,85.000,85.000,85.000,85.000,86.000,83.000,84.000,84.000,85.000,85.000,85.000,84.000,85.000,84.000,84.000,85.000,85.000,85.000,85.000,84.000,85.000,84.000,79.000,43.000,4.000,19.000,46.000,60.000,77.000,88.000,91.000,91.000,90.000,88.000,86.000,85.000,84.000,81.000,81.000,79.000,79.000,79.000,78.000,80.000,81.000,81.000,81.000,81.000,83.000,83.000,84.000,85.000,85.000,84.000,85.000,84.000,85.000,85.000,85.000,85.000
376,1609880343.97,83.000,84.000,85.000,86.000,86.000,85.000,85.000,85.000,84.000,85.000,85.000,84.000,85.000,85.000,85.000,86.000,86.000,86.000,85.000,86.000,84.000,85.000,85.000,85.000,85.000,86.000,85.000,85.000,85.000,75.000,227.000,133.000,132.000,133.000,133.000,207.000,70.000,120.000,124.000,123.000,103.000,100.000,89.000,74.000,61.000,49.000,39.000,35.000,36.000,40.000,45.000,52.000,59.000,66.000,67.000,69.000,71.000,73.000,72.000,75.000,78.000,79.000,78.000,80.000,81.000,83.000,83.000,86.000,88.000,88.000
377,1609880344.17,85.000,85.000,86.000,85.000,85.000,85.000,86.000,84.000,84.000,83.000,85.000,86.000,84.000,84.000,84.000,83.000,83.000,83.000,85.000,86.000,86.000,87.000,87.000,85.000,86.000,85.000,86.000,84.000,85.000,85.000,85.000,85.000,81.000,61.000,17.000,14.000,39.000,55.000,74.000,89.000,92.000,92.000,93.000,90.000,87.000,84.000,83.000,81.000,80.000,78.000,78.000,79.000,80.000,80.000,81.000,81.000,81.000,81.000,83.000,82.000,83.000,82.000,84.000,82.000,83.000,82.000,82.000,84.000,84.000,84.000
378,1609880344.34,84.000,84.000,85.000,84.000,85.000,84.000,84.000,85.000,86.000,85.000,85.000,85.000,85.000,85.000,83.000,85.000,86.000,84.000,84.000,84.000,85.000,85.000,85.000,84.000,85.000,84.000,85.000,85.000,85.000,85.000,84.000,84.000,75.000,40.000,11.000,27.000,50.000,64.000,81.000,91.000,93.000,90.000,90.000,87.000,86.000,84.000,82.000,81.000,81.000,80.000,79.000,79.000,79.000,80.000,81.000,82.000,84.000,83.000,83.000,83.000,83.000,83.000,83.000,83.000,84.000,84.000,84.000,84.000,85.000,86.000
379,1609880344.57,86.000,85.000,85.000,85.000,85.000,84.000,84.000,85.000,85.000,85.000,85.000,84.000,85.000,84.000,84.000,85.000,85.000,84.000,85.000,85.000,85.000,85.000,85.000,83.000,84.000,84.000,84.000,85.000,85.000,86.000,85.000,84.000,60.000,12.000,3.000,32.000,53.000,71.000,88.000,92.000,92.000,91.000,90.000,86.000,84.000,82.000,81.000,80.000,79.000,80.000,80.000,79.000,79.000,79.000,80.000,82.000,82.000,81.000,83.000,83.000,84.000,83.000,84.000,84.000,84.000,84.000,84.000,85.000,85.000,85.000
380,1609880344.86,86.000,86.000,85.000,85.000,85.000,84.000,85.000,85.000,84.000,85.000,84.000,86.000,84.000,86.000,85.000,86.000,86.000,85.000,86.000,85.000,85.000,85.000,85.000,86.000,85.000,85.000,86.000,86.000,85.000,86.000,84.000,85.000,81.000,53.000,12.000,18.000,44.000,58.000,75.000,88.000,91.000,92.000,90.000,90.000,87.000,85.000,83.000,82.000,81.000,80.000,79.000,78.000,79.000,80.000,81.000,82.000,83.000,82.000,82.000,84.000,82.000,84.000,83.000,84.000,85.000,85.000,84.000,85.000,85.000,85.000
